start_ms	end_ms	head	brows	right-hand	left-hand	body	video_name	sType	sentence	speaker	start_frames	end_frames	frame_count	main_sign	pos
1233	1726			СЛОМАННЫЙ			st-tel_slom-vik	st	tel_slom	vik	34.0	49.0	63	СЛОМАННЫЙ	V
266	2300		br_raise				st-tel_slom-x	st	tel_slom	x	5.0	68.0	99		
733	1433			ТЕЛЕВИЗОР			st-tel_slom-x	st	tel_slom	x	19.0	41.0	99	ТЕЛЕВИЗОР	N
766	1400				ТЕЛЕВИЗОР		st-tel_slom-x	st	tel_slom	x	20.0	40.0	99		
1466	2066				СЛОМАННЫЙ		st-tel_slom-x	st	tel_slom	x	42.0	61.0	99		
1566	2133			СЛОМАННЫЙ			st-tel_slom-x	st	tel_slom	x	45.0	63.0	99	СЛОМАННЫЙ	V
481	1049		br_raise				gen_q-uchit_smeh-gul	gen_q	uchit_smeh	gul	8.0	22.0	55		
656	1180			УЧИТЕЛЬ			gen_q-uchit_smeh-gul	gen_q	uchit_smeh	gul	12.0	25.0	55	УЧИТЕЛЬ	N
656	1224				УЧИТЕЛЬ		gen_q-uchit_smeh-gul	gen_q	uchit_smeh	gul	12.0	26.0	55		
1224	1749		br_raise				gen_q-uchit_smeh-gul	gen_q	uchit_smeh	gul	26.0	39.0	55		
1268	1793			СМЕЯТЬСЯ			gen_q-uchit_smeh-gul	gen_q	uchit_smeh	gul	27.0	40.0	55	СМЕЯТЬСЯ	V
1355	1836	turn_forward					gen_q-uchit_smeh-gul	gen_q	uchit_smeh	gul	30.0	41.0	55		
212	2084		br_raise				gen_q-uchit_smeh-vik	gen_q	uchit_smeh	vik	3.0	59.0	62		
424	1130			УЧИТЕЛЬ	УЧИТЕЛЬ		gen_q-uchit_smeh-vik	gen_q	uchit_smeh	vik	9.0	30.0	62	УЧИТЕЛЬ	N
1201	1696			СМЕЯТЬСЯ			gen_q-uchit_smeh-vik	gen_q	uchit_smeh	vik	33.0	48.0	62	СМЕЯТЬСЯ	V
600	3166		br_raise				gen_q-uchit_smeh-x	gen_q	uchit_smeh	x	15.0	95.0	98		
800	1366			УЧИТЕЛЬ			gen_q-uchit_smeh-x	gen_q	uchit_smeh	x	21.0	39.0	98	УЧИТЕЛЬ	N
800	1400				УЧИТЕЛЬ		gen_q-uchit_smeh-x	gen_q	uchit_smeh	x	21.0	40.0	98		
800	2966	turn_forward					gen_q-uchit_smeh-x	gen_q	uchit_smeh	x	21.0	89.0	98		
1533	2700			СМЕЯТЬСЯ			gen_q-uchit_smeh-x	gen_q	uchit_smeh	x	44.0	81.0	98	СМЕЯТЬСЯ	V
174	393		br_raise				st-uchit_smeh-gul	st	uchit_smeh	gul	-0.0	6.0	45		
306	1005			УЧИТЕЛЬ			st-uchit_smeh-gul	st	uchit_smeh	gul	4.0	21.0	45	УЧИТЕЛЬ	N
349	962				УЧИТЕЛЬ		st-uchit_smeh-gul	st	uchit_smeh	gul	5.0	20.0	45		
962	1224		br_raise				st-uchit_smeh-gul	st	uchit_smeh	gul	20.0	27.0	45		
1093	1661			СМЕЯТЬСЯ			st-uchit_smeh-gul	st	uchit_smeh	gul	24.0	38.0	45	СМЕЯТЬСЯ	V
424	706		br_raise				st-uchit_smeh-vik	st	uchit_smeh	vik	9.0	17.0	75		
600	1484			УЧИТЕЛЬ	УЧИТЕЛЬ		st-uchit_smeh-vik	st	uchit_smeh	vik	14.0	41.0	75	УЧИТЕЛЬ	N
1590	2190			СМЕЯТЬСЯ			st-uchit_smeh-vik	st	uchit_smeh	vik	44.0	62.0	75	СМЕЯТЬСЯ	V
733	1898		br_raise				st-uchit_smeh-x	st	uchit_smeh	x	19.0	56.0	89		
900	1766			УЧИТЕЛЬ			st-uchit_smeh-x	st	uchit_smeh	x	25.0	52.0	89	УЧИТЕЛЬ	N
933	1766				УЧИТЕЛЬ		st-uchit_smeh-x	st	uchit_smeh	x	26.0	52.0	89		
1900	2966			СМЕЯТЬСЯ			st-uchit_smeh-x	st	uchit_smeh	x	56.0	89.0	89	СМЕЯТЬСЯ	V
133	666	chin_up					part_q-dev_upala-alt	part_q	dev_upala	alt	0.0	17.0	74		
233	666			ГДЕ			part_q-dev_upala-alt	part_q	dev_upala	alt	4.0	17.0	74	ГДЕ	Q
900	1200		br_raise				part_q-dev_upala-alt	part_q	dev_upala	alt	25.0	34.0	74		
933	1200			ДЕВОЧКА			part_q-dev_upala-alt	part_q	dev_upala	alt	26.0	34.0	74	ДЕВОЧКА	N
1666	2300			CLF:ЧЕЛОВЕК:УПАСТЬ	ПЛОСКОСТЬ		part_q-dev_upala-alt	part_q	dev_upala	alt	49.0	69.0	74	CLF:ЧЕЛОВЕК:УПАСТЬ	V
460	921			ГДЕ			part_q-dev_upala-kar	part_q	dev_upala	kar	10.0	24.0	54	ГДЕ	Q
1062	1240			ДЕВОЧКА			part_q-dev_upala-kar	part_q	dev_upala	kar	29.0	34.0	54	ДЕВОЧКА	N
1169	1736				ПЛОСКОСТЬ		part_q-dev_upala-kar	part_q	dev_upala	kar	32.0	49.0	54		
1346	1736			CLF:ЧЕЛОВЕК:УПАСТЬ			part_q-dev_upala-kar	part_q	dev_upala	kar	37.0	49.0	54	CLF:ЧЕЛОВЕК:УПАСТЬ	V
433	1066		br_raise				part_q-dev_upala-makh	part_q	dev_upala	makh	10.0	30.0	90		
500	966	chin_up					part_q-dev_upala-makh	part_q	dev_upala	makh	12.0	27.0	90		
533	1033			ГДЕ			part_q-dev_upala-makh	part_q	dev_upala	makh	13.0	29.0	90	ГДЕ	Q
1133	1433			ДЕВОЧКА			part_q-dev_upala-makh	part_q	dev_upala	makh	32.0	41.0	90	ДЕВОЧКА	N
1300	2333	turn_forward					part_q-dev_upala-makh	part_q	dev_upala	makh	37.0	70.0	90		
1633	2300			CLF:ЧЕЛОВЕК:УПАСТЬ	ПЛОСКОСТЬ		part_q-dev_upala-makh	part_q	dev_upala	makh	48.0	69.0	90	CLF:ЧЕЛОВЕК:УПАСТЬ	V
133	933		br_raise			lf	part_q-dev_upala-mira	part_q	dev_upala	mira	0.0	26.0	64		
133	1033				ГДЕ		part_q-dev_upala-mira	part_q	dev_upala	mira	0.0	29.0	64	ГДЕ	Q
1233	1600				ДЕВОЧКА		part_q-dev_upala-mira	part_q	dev_upala	mira	36.0	47.0	64	ДЕВОЧКА	N
1866	2133				CLF:ЧЕЛОВЕК:УПАСТЬ		part_q-dev_upala-mira	part_q	dev_upala	mira	56.0	64.0	64	CLF:ЧЕЛОВЕК:УПАСТЬ	V
1933	2133			ПЛОСКОСТЬ			part_q-dev_upala-mira	part_q	dev_upala	mira	58.0	64.0	64		
400	833	chin_up					part_q-dev_upala-tanya	part_q	dev_upala	tanya	9.0	23.0	85		
533	1166			ГДЕ			part_q-dev_upala-tanya	part_q	dev_upala	tanya	13.0	33.0	85	ГДЕ	Q
1333	1633			ДЕВОЧКА			part_q-dev_upala-tanya	part_q	dev_upala	tanya	38.0	48.0	85	ДЕВОЧКА	N
1600	2566				ПЛОСКОСТЬ		part_q-dev_upala-tanya	part_q	dev_upala	tanya	47.0	77.0	85		
1866	2566			CLF:ЧЕЛОВЕК:УПАСТЬ			part_q-dev_upala-tanya	part_q	dev_upala	tanya	55.0	77.0	85	CLF:ЧЕЛОВЕК:УПАСТЬ	V
500	1000	chin_up					part_q-dom_post-alt	part_q	dom_post	alt	12.0	28.0	93		
966	1366			КОГДА			part_q-dom_post-alt	part_q	dom_post	alt	27.0	39.0	93	КОГДА	Q
1466	1733			ДОМ			part_q-dom_post-alt	part_q	dom_post	alt	42.0	51.0	93	ДОМ	N
1500	1733				ДОМ		part_q-dom_post-alt	part_q	dom_post	alt	43.0	51.0	93		
2000	2700			СТРОИТЬ			part_q-dom_post-alt	part_q	dom_post	alt	59.0	81.0	93	СТРОИТЬ	V
2033	2700				СТРОИТЬ		part_q-dom_post-alt	part_q	dom_post	alt	60.0	81.0	93		
436	1179			КОГДА			part_q-dom_post-kar	part_q	dom_post	kar	7.0	25.0	63	КОГДА	Q
1266	1746				ДОМ		part_q-dom_post-kar	part_q	dom_post	kar	27.0	39.0	63		
1310	1746			ДОМ			part_q-dom_post-kar	part_q	dom_post	kar	28.0	39.0	63	ДОМ	N
1921	2707			СТРОИТЬ	СТРОИТЬ		part_q-dom_post-kar	part_q	dom_post	kar	43.0	62.0	63	СТРОИТЬ	V
200	800		br_raise				part_q-dom_post-makh	part_q	dom_post	makh	3.0	21.0	87		
200	833			КОГДА			part_q-dom_post-makh	part_q	dom_post	makh	3.0	23.0	87	КОГДА	Q
933	1333			ДОМ			part_q-dom_post-makh	part_q	dom_post	makh	26.0	38.0	87	ДОМ	N
966	1333				ДОМ		part_q-dom_post-makh	part_q	dom_post	makh	27.0	38.0	87		
1400	1866		br_raise				part_q-dom_post-makh	part_q	dom_post	makh	40.0	55.0	87		
1566	2333			СТРОИТЬ	СТРОИТЬ		part_q-dom_post-makh	part_q	dom_post	makh	46.0	70.0	87	СТРОИТЬ	V
133	1466		br_raise				part_q-dom_post-mira	part_q	dom_post	mira	0.0	42.0	90		
533	1000			КОГДА			part_q-dom_post-mira	part_q	dom_post	mira	13.0	28.0	90	КОГДА	Q
1133	1500				ДОМ		part_q-dom_post-mira	part_q	dom_post	mira	32.0	43.0	90		
1233	1500			ДОМ			part_q-dom_post-mira	part_q	dom_post	mira	35.0	43.0	90	ДОМ	N
1766	2766			СТРОИТЬ			part_q-dom_post-mira	part_q	dom_post	mira	52.0	83.0	90	СТРОИТЬ	V
1800	2766				СТРОИТЬ		part_q-dom_post-mira	part_q	dom_post	mira	53.0	83.0	90		
300	800	chin_up					part_q-dom_post-tanya	part_q	dom_post	tanya	6.0	21.0	100		
800	1133			КОГДА			part_q-dom_post-tanya	part_q	dom_post	tanya	21.0	32.0	100	КОГДА	Q
1266	1500			ДОМ			part_q-dom_post-tanya	part_q	dom_post	tanya	36.0	43.0	100	ДОМ	N
1300	1533				ДОМ		part_q-dom_post-tanya	part_q	dom_post	tanya	37.0	44.0	100		
1666	2933			СТРОИТЬ			part_q-dom_post-tanya	part_q	dom_post	tanya	48.0	88.0	100	СТРОИТЬ	V
1766	2933				СТРОИТЬ		part_q-dom_post-tanya	part_q	dom_post	tanya	52.0	88.0	100		
500	900			ЧТО			part_q-mal_chit-alt	part_q	mal_chit	alt	12.0	25.0	96	ЧТО	Q
933	1766		br_raise				part_q-mal_chit-alt	part_q	mal_chit	alt	26.0	52.0	96		
1233	1666			МАЛЬЧИК			part_q-mal_chit-alt	part_q	mal_chit	alt	35.0	48.0	96	МАЛЬЧИК	N
1766	2766		br_low				part_q-mal_chit-alt	part_q	mal_chit	alt	52.0	83.0	96		
2066	2766			ЧИТАТЬ			part_q-mal_chit-alt	part_q	mal_chit	alt	61.0	83.0	96	ЧИТАТЬ	V
2100	2766				ЧИТАТЬ		part_q-mal_chit-alt	part_q	mal_chit	alt	62.0	83.0	96		
460	920			ЧТО			part_q-mal_chit-kar	part_q	mal_chit	kar	6.0	16.0	58	ЧТО	Q
1125	1586			МАЛЬЧИК			part_q-mal_chit-kar	part_q	mal_chit	kar	20.0	30.0	58	МАЛЬЧИК	N
1944	2762			ЧИТАТЬ	ЧИТАТЬ		part_q-mal_chit-kar	part_q	mal_chit	kar	37.0	54.0	58	ЧИТАТЬ	V
866	1700		br_raise				part_q-mal_chit-makh	part_q	mal_chit	makh	23.0	49.0	107		
1033	1600			ЧТО			part_q-mal_chit-makh	part_q	mal_chit	makh	29.0	46.0	107	ЧТО	Q
1633	2033			МАЛЬЧИК			part_q-mal_chit-makh	part_q	mal_chit	makh	47.0	60.0	107	МАЛЬЧИК	N
2200	2900				ЧИТАТЬ		part_q-mal_chit-makh	part_q	mal_chit	makh	65.0	87.0	107		
2233	2900			ЧИТАТЬ			part_q-mal_chit-makh	part_q	mal_chit	makh	66.0	87.0	107	ЧИТАТЬ	V
133	866		br_raise				part_q-mal_chit-mira	part_q	mal_chit	mira	0.0	24.0	68		
266	766				ЧТО		part_q-mal_chit-mira	part_q	mal_chit	mira	5.0	21.0	68	ЧТО	Q
1033	1400				МАЛЬЧИК		part_q-mal_chit-mira	part_q	mal_chit	mira	29.0	41.0	68	МАЛЬЧИК	N
1700	2266				ЧИТАТЬ		part_q-mal_chit-mira	part_q	mal_chit	mira	50.0	68.0	68	ЧИТАТЬ	V
1900	2266			ЧИТАТЬ			part_q-mal_chit-mira	part_q	mal_chit	mira	57.0	68.0	68		
133	600	chin_up					part_q-mal_chit-tanya	part_q	mal_chit	tanya	0.0	15.0	91		
133	1066		br_raise				part_q-mal_chit-tanya	part_q	mal_chit	tanya	0.0	30.0	91		
366	1033			ЧТО			part_q-mal_chit-tanya	part_q	mal_chit	tanya	8.0	29.0	91	ЧТО	Q
1166	1566			МАЛЬЧИК			part_q-mal_chit-tanya	part_q	mal_chit	tanya	33.0	45.0	91	МАЛЬЧИК	N
1700	2733				ЧИТАТЬ		part_q-mal_chit-tanya	part_q	mal_chit	tanya	50.0	82.0	91		
1866	2733			ЧИТАТЬ			part_q-mal_chit-tanya	part_q	mal_chit	tanya	55.0	82.0	91	ЧИТАТЬ	V
175	1008			КОГДА			part_q-mama_ust-kar	part_q	mama_ust	kar	0.0	21.0	52	КОГДА	Q
175	2191	chin_up					part_q-mama_ust-kar	part_q	mama_ust	kar	0.0	50.0	52		
263	2191		br_low				part_q-mama_ust-kar	part_q	mama_ust	kar	3.0	50.0	52		
1183	1534			МАМА			part_q-mama_ust-kar	part_q	mama_ust	kar	25.0	34.0	52	МАМА	N
1884	2235			УСТАЛЫЙ	УСТАЛЫЙ		part_q-mama_ust-kar	part_q	mama_ust	kar	43.0	51.0	52	УСТАЛЫЙ	V
200	833		br_raise				part_q-mama_ust-alt	part_q	mama_ust	alt	3.0	22.0	105		
533	1200			КОГДА			part_q-mama_ust-alt	part_q	mama_ust	alt	13.0	34.0	105	КОГДА	Q
1100	1966		br_raise				part_q-mama_ust-alt	part_q	mama_ust	alt	31.0	58.0	105		
1533	1966			МАМА			part_q-mama_ust-alt	part_q	mama_ust	alt	44.0	58.0	105	МАМА	N
2500	3166			УСТАЛЫЙ	УСТАЛЫЙ		part_q-mama_ust-alt	part_q	mama_ust	alt	74.0	95.0	105	УСТАЛЫЙ	V
466	1033		br_raise				part_q-mama_ust-makh	part_q	mama_ust	makh	11.0	29.0	89		
633	1000			КОГДА			part_q-mama_ust-makh	part_q	mama_ust	makh	16.0	28.0	89	КОГДА	Q
1200	1633			МАМА			part_q-mama_ust-makh	part_q	mama_ust	makh	34.0	48.0	89	МАМА	N
1600	2466		br_raise				part_q-mama_ust-makh	part_q	mama_ust	makh	47.0	74.0	89		
1833	2433			УСТАЛЫЙ			part_q-mama_ust-makh	part_q	mama_ust	makh	54.0	73.0	89	УСТАЛЫЙ	V
2000	2433				УСТАЛЫЙ		part_q-mama_ust-makh	part_q	mama_ust	makh	59.0	73.0	89		
133	2366					lf	part_q-mama_ust-mira	part_q	mama_ust	mira	0.0	71.0	77		
266	1066			КОГДА			part_q-mama_ust-mira	part_q	mama_ust	mira	5.0	30.0	77	КОГДА	Q
1233	1700			МАМА			part_q-mama_ust-mira	part_q	mama_ust	mira	35.0	50.0	77	МАМА	N
1966	2333			УСТАЛЫЙ			part_q-mama_ust-mira	part_q	mama_ust	mira	58.0	70.0	77	УСТАЛЫЙ	V
2066	2333				УСТАЛЫЙ		part_q-mama_ust-mira	part_q	mama_ust	mira	62.0	70.0	77		
200	633	chin_up					part_q-mama_ust-tanya	part_q	mama_ust	tanya	3.0	16.0	87		
200	1066		br_raise				part_q-mama_ust-tanya	part_q	mama_ust	tanya	3.0	30.0	87		
433	1133			КОГДА			part_q-mama_ust-tanya	part_q	mama_ust	tanya	10.0	32.0	87	КОГДА	Q
1300	1900			МАМА			part_q-mama_ust-tanya	part_q	mama_ust	tanya	37.0	56.0	87	МАМА	N
1866	2500				УСТАЛЫЙ		part_q-mama_ust-tanya	part_q	mama_ust	tanya	55.0	75.0	87		
2033	2500			УСТАЛЫЙ			part_q-mama_ust-tanya	part_q	mama_ust	tanya	60.0	75.0	87	УСТАЛЫЙ	V
600	1300			ПОЧЕМУ			part_q-okno_razb-alt	part_q	okno_razb	alt	15.0	37.0	105	ПОЧЕМУ	Q
1566	2233			ОКНО			part_q-okno_razb-alt	part_q	okno_razb	alt	45.0	66.0	105	ОКНО	N
2466	3166			РАЗБИТЫЙ			part_q-okno_razb-alt	part_q	okno_razb	alt	73.0	95.0	105	РАЗБИТЫЙ	V
2566	3166				РАЗБИТЫЙ		part_q-okno_razb-alt	part_q	okno_razb	alt	76.0	95.0	105		
207	935			ПОЧЕМУ			part_q-okno_razb-kar	part_q	okno_razb	kar	0.0	16.0	45	ПОЧЕМУ	Q
1039	1559		br_low				part_q-okno_razb-kar	part_q	okno_razb	kar	18.0	29.0	45		
1039	1610			ОКНО			part_q-okno_razb-kar	part_q	okno_razb	kar	18.0	30.0	45	ОКНО	N
1818	2286				РАЗБИТЫЙ		part_q-okno_razb-kar	part_q	okno_razb	kar	35.0	44.0	45		
1922	2286			РАЗБИТЫЙ			part_q-okno_razb-kar	part_q	okno_razb	kar	37.0	44.0	45	РАЗБИТЫЙ	V
166	1600		br_raise				part_q-okno_razb-makh	part_q	okno_razb	makh	2.0	47.0	83		
366	866			ПОЧЕМУ			part_q-okno_razb-makh	part_q	okno_razb	makh	8.0	24.0	83	ПОЧЕМУ	Q
1066	1500			ОКНО			part_q-okno_razb-makh	part_q	okno_razb	makh	30.0	44.0	83	ОКНО	N
